bigg_id	name	reaction_string	model_list	database_links	old_bigg_ids
NTPP2	Nucleoside triphosphate pyrophosphorylase (gtp)	gtp_c + h2o_c <-> gmp_c + h_c + ppi_c	iYS1720; iEC1349_Crooks; iCHOv1_DG44; iEC1344_C; iEC1364_W; iEC1368_DH5a; Recon3D; iLB1027_lipid; iEC1356_Bl21DE3; iCN718; iEC1372_W3110; iSynCJ816; iJN1463; iEK1008; iLJ478; iCHOv1; iYL1228; iWFL_1372; iUTI89_1310; iAF1260b; iML1515; iZ_1308; iUMNK88_1353; iY75_1357; STM_v1_0; iJB785; iJR904; iHN637; iJN678; iRC1080; iUMN146_1321; iAF987; iEcDH1_1363; iPC815; iECABU_c1320; iB21_1397; iECD_1391; iNJ661; ic_1306; iECBD_1354; iJO1366; iE2348C_1286; iECDH1ME8569_1439; iBWG_1329; iEC55989_1330; iSF_1195; iEC042_1314; iAF1260; iAPECO1_1312; iECB_1328; iEcSMS35_1347; iSFV_1184; iECW_1372; iETEC_1333; iG2583_1286; iSBO_1134; iECUMN_1333; iS_1188; iSDY_1059; iSbBS512_1146; iLF82_1304; iSFxv_1172; iNRG857_1313; iECSP_1301; iSSON_1240; iEKO11_1354; iECSE_1348; iECSF_1327; iEcHS_1320; iEcE24377_1341; iEcolC_1368; iECO103_1326; iECNA114_1301; iECDH10B_1368; iECED1_1282; iECIAI39_1322; iECO26_1355; iECS88_1305; iECs_1301; iECP_1309; iECH74115_1262; iECOK1_1307; iECIAI1_1343; iECO111_1330	RHEA: http://identifiers.org/rhea/29391; RHEA: http://identifiers.org/rhea/29392; RHEA: http://identifiers.org/rhea/29393; RHEA: http://identifiers.org/rhea/29394; EC Number: http://identifiers.org/ec-code/3.6.1.-; EC Number: http://identifiers.org/ec-code/3.6.1.8; EC Number: http://identifiers.org/ec-code/3.6.1.9; BioCyc: http://identifiers.org/biocyc/META:RXN-14140; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102052; KEGG Reaction: http://identifiers.org/kegg.reaction/R00426; SEED Reaction: http://identifiers.org/seed.reaction/rxn00301	NTDP; NTDP_c; NTPP2; r0119
NTPP4	Nucleoside triphosphate pyrophosphorylase (ctp)	ctp_c + h2o_c <-> cmp_c + h_c + ppi_c	iPC815; iBWG_1329; iECABU_c1320; iNJ661; iAF1260; iEcDH1_1363; iEC042_1314; iJO1366; iAPECO1_1312; ic_1306; iECD_1391; iEC55989_1330; iECB_1328; iECDH1ME8569_1439; iSF_1195; iECBD_1354; iB21_1397; iE2348C_1286; iYS1720; iECDH10B_1368; iECOK1_1307; iECO111_1330; iEcolC_1368; iECNA114_1301; iECO26_1355; iECS88_1305; iECIAI39_1322; iECH74115_1262; iEcHS_1320; iEcE24377_1341; iECIAI1_1343; iECED1_1282; iECs_1301; iECP_1309; iECO103_1326; iUMNK88_1353; iWFL_1372; iYL1228; iML1515; iLJ478; iHN637; iY75_1357; iUTI89_1310; iUMN146_1321; iJR904; STM_v1_0; iJN678; iAF1260b; iZ_1308; iAF987; iEcSMS35_1347; iECUMN_1333; iS_1188; iG2583_1286; iLF82_1304; iETEC_1333; iSSON_1240; iSFxv_1172; iECSF_1327; iECW_1372; iSFV_1184; iEKO11_1354; iSBO_1134; iSbBS512_1146; iECSE_1348; iECSP_1301; iNRG857_1313; iSDY_1059; iEC1344_C; iEK1008; iEC1349_Crooks; iEC1356_Bl21DE3; iEC1372_W3110; iEC1368_DH5a; iEC1364_W; iCN900; iJN1463; iSynCJ816	RHEA: http://identifiers.org/rhea/27762; RHEA: http://identifiers.org/rhea/27763; RHEA: http://identifiers.org/rhea/27764; RHEA: http://identifiers.org/rhea/27765; EC Number: http://identifiers.org/ec-code/3.6.1.65; EC Number: http://identifiers.org/ec-code/3.6.1.8; EC Number: http://identifiers.org/ec-code/3.6.1.9; BioCyc: http://identifiers.org/biocyc/META:RXN0-383; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102053; KEGG Reaction: http://identifiers.org/kegg.reaction/R00515; SEED Reaction: http://identifiers.org/seed.reaction/rxn00367	NTPP4
NTPP5	Nucleoside triphosphate pyrophosphorylase (datp)	datp_c + h2o_c <-> damp_c + h_c + ppi_c	iEC1356_Bl21DE3; iEC1368_DH5a; iJN1463; iCHOv1_DG44; iEC1344_C; iEC1364_W; iEC1372_W3110; iEK1008; iEC1349_Crooks; iECNA114_1301; iECs_1301; iECS88_1305; iECO111_1330; iEcHS_1320; iECH74115_1262; iEcE24377_1341; iECDH10B_1368; iECED1_1282; iEcolC_1368; iECO103_1326; iECOK1_1307; iECIAI1_1343; iECIAI39_1322; iECP_1309; iECO26_1355; iEC042_1314; iSF_1195; iEC55989_1330; iEcDH1_1363; iAF1260; iAPECO1_1312; iBWG_1329; ic_1306; iB21_1397; iPC815; iE2348C_1286; iECBD_1354; iECB_1328; iECDH1ME8569_1439; iJO1366; iECD_1391; iECABU_c1320; iNJ661; iYS1720; iS_1188; iSSON_1240; iECUMN_1333; iEKO11_1354; iSbBS512_1146; iSFV_1184; iECSP_1301; iG2583_1286; iLF82_1304; iSFxv_1172; iECSF_1327; iETEC_1333; iECSE_1348; iEcSMS35_1347; iSBO_1134; iNRG857_1313; iSDY_1059; iECW_1372; iUMN146_1321; iUMNK88_1353; iZ_1308; iAF1260b; iJR904; iYL1228; iML1515; iCHOv1; STM_v1_0; iAF987; iY75_1357; iLJ478; iHN637; iUTI89_1310; iWFL_1372	RHEA: http://identifiers.org/rhea/28334; RHEA: http://identifiers.org/rhea/28335; RHEA: http://identifiers.org/rhea/28336; RHEA: http://identifiers.org/rhea/28337; EC Number: http://identifiers.org/ec-code/3.6.1.19; EC Number: http://identifiers.org/ec-code/3.6.1.9; BioCyc: http://identifiers.org/biocyc/META:RXN0-384; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR97173; SEED Reaction: http://identifiers.org/seed.reaction/rxn09013	DATPDP; NTPP5
NTPP9	Nucleoside triphosphate pyrophosphorylase (itp)	h2o_c + itp_c <-> h_c + imp_c + ppi_c	iECB_1328; iEcDH1_1363; iECBD_1354; iB21_1397; iECDH1ME8569_1439; iECABU_c1320; iECD_1391; iAPECO1_1312; iSF_1195; iPC815; iBWG_1329; iAF1260; iEC042_1314; iEC55989_1330; iE2348C_1286; iJO1366; ic_1306; iYS1720; iECED1_1282; iECNA114_1301; iECO103_1326; iECIAI39_1322; iEcHS_1320; iECDH10B_1368; iECs_1301; iECIAI1_1343; iEcE24377_1341; iECP_1309; iECO111_1330; iECO26_1355; iECH74115_1262; iEcolC_1368; iECS88_1305; iECOK1_1307; iMM1415; iWFL_1372; STM_v1_0; iUTI89_1310; iHN637; iCHOv1; iRC1080; iAF1260b; iUMN146_1321; iML1515; RECON1; iY75_1357; iUMNK88_1353; iZ_1308; iYL1228; iEKO11_1354; iNRG857_1313; iSbBS512_1146; iSFV_1184; iG2583_1286; iETEC_1333; iSSON_1240; iECSF_1327; iSBO_1134; iECUMN_1333; iECW_1372; iS_1188; iSFxv_1172; iECSE_1348; iSDY_1059; iLF82_1304; iEcSMS35_1347; iECSP_1301; iEC1364_W; iCN718; iLB1027_lipid; iJN1463; iEC1356_Bl21DE3; iEC1368_DH5a; iEC1344_C; Recon3D; iEC1372_W3110; iSynCJ816; iEC1349_Crooks	RHEA: http://identifiers.org/rhea/29399; RHEA: http://identifiers.org/rhea/29400; RHEA: http://identifiers.org/rhea/29401; RHEA: http://identifiers.org/rhea/29402; EC Number: http://identifiers.org/ec-code/3.6.1.-; EC Number: http://identifiers.org/ec-code/3.6.1.8; EC Number: http://identifiers.org/ec-code/3.6.1.9; BioCyc: http://identifiers.org/biocyc/META:RXN0-6382; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102056; Reactome Reaction: http://identifiers.org/reactome/R-ATH-2509827; Reactome Reaction: http://identifiers.org/reactome/R-BTA-2509827; Reactome Reaction: http://identifiers.org/reactome/R-CEL-2509827; Reactome Reaction: http://identifiers.org/reactome/R-CFA-2509827; Reactome Reaction: http://identifiers.org/reactome/R-DDI-2509827; Reactome Reaction: http://identifiers.org/reactome/R-DME-2509827; Reactome Reaction: http://identifiers.org/reactome/R-DRE-2509827; Reactome Reaction: http://identifiers.org/reactome/R-GGA-2509827; Reactome Reaction: http://identifiers.org/reactome/R-HSA-2509827; Reactome Reaction: http://identifiers.org/reactome/R-MMU-2509827; Reactome Reaction: http://identifiers.org/reactome/R-OSA-2509827; Reactome Reaction: http://identifiers.org/reactome/R-PFA-2509827; Reactome Reaction: http://identifiers.org/reactome/R-RNO-2509827; Reactome Reaction: http://identifiers.org/reactome/R-SCE-2509827; Reactome Reaction: http://identifiers.org/reactome/R-SPO-2509827; Reactome Reaction: http://identifiers.org/reactome/R-SSC-2509827; Reactome Reaction: http://identifiers.org/reactome/R-TGU-2509827; KEGG Reaction: http://identifiers.org/kegg.reaction/R00720; SEED Reaction: http://identifiers.org/seed.reaction/rxn00514	ITPP; ITPP_c; NTPP9
NTRIR3pp	Nitrite Reductase (Ubiquinole-8, periplasm)	3.0 q8h2_c + 2.0 h_p + no2_p <-> 3.0 q8_c + 2.0 h2o_p + nh4_p	iECNA114_1301; iECS88_1305; iECO103_1326; iECO26_1355; iEcolC_1368; iECDH10B_1368; iEcHS_1320; iECO111_1330; iECIAI39_1322; iECH74115_1262; iECOK1_1307; iECP_1309; iECIAI1_1343; iEcE24377_1341; iECs_1301; iECED1_1282; iWFL_1372; iUMNK88_1353; iML1515; iAF1260b; iUMN146_1321; iUTI89_1310; STM_v1_0; iY75_1357; iZ_1308; iYS1720; iEC1344_C; iEC1372_W3110; iEC1364_W; iEC1368_DH5a; iEC1349_Crooks; iEC1356_Bl21DE3; iECSE_1348; iNRG857_1313; iSFV_1184; iECSF_1327; iG2583_1286; iEcSMS35_1347; iSSON_1240; iSbBS512_1146; iEKO11_1354; iECSP_1301; iSFxv_1172; iSBO_1134; iLF82_1304; iECW_1372; iECUMN_1333; iETEC_1333; iS_1188; iSF_1195; iECD_1391; iE2348C_1286; iEC55989_1330; iJO1366; iEC042_1314; iECB_1328; iECBD_1354; iECDH1ME8569_1439; iBWG_1329; iEcDH1_1363; iAF1260; iECABU_c1320; iB21_1397; ic_1306; iAPECO1_1312	RHEA: http://identifiers.org/rhea/29155; RHEA: http://identifiers.org/rhea/29156; RHEA: http://identifiers.org/rhea/29157; RHEA: http://identifiers.org/rhea/29158; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102064; SEED Reaction: http://identifiers.org/seed.reaction/rxn09018	NTRIR3pp
O16A4Lpp	O16 anitgen (x4) ligase (periplasm)	colipa_p + o16a4und_p <-> h_p + o16a4colipa_p + udcpdp_p	iML1515; iAF1260b; iY75_1357; iECDH10B_1368; iEC1372_W3110; iEC1368_DH5a; iECSF_1327; iAF1260; iEcDH1_1363; iECDH1ME8569_1439; iBWG_1329; iJO1366	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR143257	O16A4Lpp
O16AP2pp	O16 antigen polymerase (periplasm)	o16a2und_p + o16aund_p <-> h_p + o16a3und_p + udcpdp_p	iEC1368_DH5a; iEC1372_W3110; iECDH10B_1368; iJO1366; iECDH1ME8569_1439; iBWG_1329; iEcDH1_1363; iAF1260; iECSF_1327; iAF1260b; iML1515; iY75_1357	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR138661	O16AP2pp
O16AP3pp	O16 antigen polymerase (periplasm)	o16a3und_p + o16aund_p <-> h_p + o16a4und_p + udcpdp_p	iAF1260b; iML1515; iY75_1357; iECDH10B_1368; iEC1368_DH5a; iEC1372_W3110; iECSF_1327; iEcDH1_1363; iJO1366; iECDH1ME8569_1439; iAF1260; iBWG_1329	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR138662	O16AP3pp
O16AT	Rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate O-acetyltransferase (LPS O16 antigen biosynthesis)	accoa_c + ragund_c <-> aragund_c + coa_c	iEC55989_1330; iAF1260; iB21_1397; iSF_1195; iAPECO1_1312; iECABU_c1320; iEcDH1_1363; iBWG_1329; iECD_1391; iECB_1328; ic_1306; iJO1366; iEC042_1314; iE2348C_1286; iECBD_1354; iECP_1309; iECDH10B_1368; iEcolC_1368; iECNA114_1301; iECS88_1305; iECIAI1_1343; iECDH1ME8569_1439; iECO103_1326; iECs_1301; iECED1_1282; iEcE24377_1341; iEcHS_1320; iECH74115_1262; iECIAI39_1322; iECO26_1355; iECO111_1330; iECOK1_1307; iML1515; iY75_1357; iUMNK88_1353; iWFL_1372; iZ_1308; iAF1260b; iUMN146_1321; iUTI89_1310; iSbBS512_1146; iECUMN_1333; iNRG857_1313; iSBO_1134; iECW_1372; iLF82_1304; iETEC_1333; iECSE_1348; iEKO11_1354; iS_1188; iSFxv_1172; iSSON_1240; iSDY_1059; iG2583_1286; iSFV_1184; iEcSMS35_1347; iECSP_1301; iECSF_1327; iEC1372_W3110	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102081; SEED Reaction: http://identifiers.org/seed.reaction/rxn09025	O16AT
O16AUNDtpp	O16 antigen (flippase, cytoplasm to periplasm)	o16aund_c <-> o16aund_p	iEC1368_DH5a; iEC1372_W3110; iECDH10B_1368; iECDH1ME8569_1439; iBWG_1329; iAF1260; iJO1366; iEcDH1_1363; iECSF_1327; iML1515; iY75_1357; iAF1260b	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102082; SEED Reaction: http://identifiers.org/seed.reaction/rxn09026	O16AUNDtpp
O16GALFT	Galactofuranosyltransferase (LPS O16 antigen biosynthesis)	garagund_c + udpgalfur_c <-> gfgaragund_c + h_c + udp_c	iML1515; iAF1260b; iY75_1357; iECDH10B_1368; iEC1372_W3110; iEC1368_DH5a; iECSF_1327; iBWG_1329; iAF1260; iECDH1ME8569_1439; iEcDH1_1363; iJO1366	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102085; SEED Reaction: http://identifiers.org/seed.reaction/rxn09027	O16GALFT
O16GLCT2	Glucosyltransferase II (LPS O16 antigen biosynthesis)	gfgaragund_c + udpg_c <-> h_c + o16aund_c + udp_c	iEC1356_Bl21DE3; iEC1372_W3110; iEC1364_W; iEC1344_C; iEC1349_Crooks; iEC1368_DH5a; iEcHS_1320; iECS88_1305; iECH74115_1262; iECO26_1355; iECDH10B_1368; iECO111_1330; iECIAI39_1322; iECIAI1_1343; iECED1_1282; iEcE24377_1341; iECNA114_1301; iEcolC_1368; iECs_1301; iECO103_1326; iECOK1_1307; iECP_1309; iECD_1391; iE2348C_1286; iECDH1ME8569_1439; iJO1366; iAF1260; iEcDH1_1363; iAPECO1_1312; iEC55989_1330; iECBD_1354; iSF_1195; iECB_1328; ic_1306; iEC042_1314; iBWG_1329; iECABU_c1320; iB21_1397; iSFxv_1172; iLF82_1304; iETEC_1333; iSbBS512_1146; iSFV_1184; iECW_1372; iECSP_1301; iEcSMS35_1347; iSDY_1059; iS_1188; iSBO_1134; iSSON_1240; iG2583_1286; iEKO11_1354; iNRG857_1313; iECSF_1327; iECUMN_1333; iECSE_1348; iZ_1308; iY75_1357; iUMNK88_1353; iUTI89_1310; iWFL_1372; iUMN146_1321; iML1515; iAF1260b	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR143259; SEED Reaction: http://identifiers.org/seed.reaction/rxn09029	O16GLCT2
O2Stex	Superoxide anion transport via diffusion (extracellular to periplasm)	o2s_e <-> o2s_p	iYL1228; iWFL_1372; iZ_1308; iUTI89_1310; iY75_1357; iML1515; iAF1260b; iUMNK88_1353; iUMN146_1321; STM_v1_0; iEcolC_1368; iECO111_1330; iECO103_1326; iECNA114_1301; iECS88_1305; iECP_1309; iECOK1_1307; iECIAI39_1322; iECH74115_1262; iECED1_1282; iECIAI1_1343; iECDH10B_1368; iEcHS_1320; iEcE24377_1341; iECO26_1355; iECs_1301; iEC1344_C; iEC1368_DH5a; iEC1356_Bl21DE3; iEC1349_Crooks; iEC1372_W3110; iEC1364_W; iYS1720; iEKO11_1354; iECSE_1348; iLF82_1304; iECSF_1327; iECSP_1301; iSbBS512_1146; iSDY_1059; iS_1188; iSBO_1134; iECW_1372; iETEC_1333; iG2583_1286; iSFV_1184; iNRG857_1313; iSFxv_1172; iEcSMS35_1347; iECUMN_1333; iSSON_1240; iAPECO1_1312; iE2348C_1286; iB21_1397; iAF1260; iECB_1328; iECABU_c1320; iSF_1195; iECBD_1354; iJO1366; iEC55989_1330; iECD_1391; iPC815; iECDH1ME8569_1439; iBWG_1329; iEcDH1_1363; iEC042_1314; ic_1306	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102089; Reactome Reaction: http://identifiers.org/reactome/R-HSA-1222342	O2Stex
O2tex	Oxygen transport via diffusion (extracellular to periplasm)	o2_e <-> o2_p	iEcDH1_1363; iPC815; iECBD_1354; iB21_1397; iECDH1ME8569_1439; iEC55989_1330; iE2348C_1286; ic_1306; iAF1260; iECB_1328; iJN746; iECD_1391; iAPECO1_1312; iJO1366; iBWG_1329; iECABU_c1320; iEC042_1314; iSF_1195; iJN1463; iEC1356_Bl21DE3; iEC1344_C; iEC1368_DH5a; iEC1364_W; iEC1372_W3110; iEC1349_Crooks; iSynCJ816; STM_v1_0; iUMNK88_1353; iUMN146_1321; iJN678; iAF1260b; iY75_1357; iUTI89_1310; iJB785; iML1515; iWFL_1372; iYL1228; iZ_1308; iEcE24377_1341; iECH74115_1262; iEcolC_1368; iECO26_1355; iECED1_1282; iECO111_1330; iECIAI1_1343; iECO103_1326; iECs_1301; iECDH10B_1368; iECP_1309; iECS88_1305; iECIAI39_1322; iEcHS_1320; iECOK1_1307; iECNA114_1301; iECSF_1327; iSbBS512_1146; iS_1188; iEcSMS35_1347; iSDY_1059; iECSP_1301; iNRG857_1313; iLF82_1304; iECUMN_1333; iSFV_1184; iG2583_1286; iECW_1372; iETEC_1333; iECSE_1348; iEKO11_1354; iSSON_1240; iSFxv_1172; iSBO_1134; iYS1720	BioCyc: http://identifiers.org/biocyc/META:TRANS-RXN0-474; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102090; SEED Reaction: http://identifiers.org/seed.reaction/rxn05468; SEED Reaction: http://identifiers.org/seed.reaction/rxn09031; SEED Reaction: http://identifiers.org/seed.reaction/rxn09032; SEED Reaction: http://identifiers.org/seed.reaction/rxn09641; SEED Reaction: http://identifiers.org/seed.reaction/rxn09734	O2tex
O2tpp	O2 transport via diffusion (periplasm)	o2_p <-> o2_c	iYS1720; iJN678; iUMN146_1321; iML1515; iY75_1357; iWFL_1372; iJB785; STM_v1_0; iUMNK88_1353; iZ_1308; iUTI89_1310; iAF1260b; iYL1228; iEcDH1_1363; iPC815; iECBD_1354; iSF_1195; iECB_1328; iJO1366; ic_1306; iEC55989_1330; iECD_1391; iEC042_1314; iE2348C_1286; iB21_1397; iECDH1ME8569_1439; iBWG_1329; iAPECO1_1312; iAF1260; iJN746; iECABU_c1320; iJN1463; iSynCJ816; iEC1372_W3110; iEC1356_Bl21DE3; iEC1364_W; iEC1349_Crooks; iEC1368_DH5a; iEC1344_C; iSFV_1184; iEcSMS35_1347; iECSF_1327; iG2583_1286; iEKO11_1354; iECW_1372; iSBO_1134; iLF82_1304; iETEC_1333; iSFxv_1172; iNRG857_1313; iECSP_1301; iSSON_1240; iSDY_1059; iSbBS512_1146; iECUMN_1333; iECSE_1348; iS_1188; iECO111_1330; iECO103_1326; iEcHS_1320; iEcE24377_1341; iECs_1301; iECH74115_1262; iECDH10B_1368; iECED1_1282; iECS88_1305; iEcolC_1368; iECNA114_1301; iECP_1309; iECIAI1_1343; iECOK1_1307; iECIAI39_1322; iECO26_1355	BioCyc: http://identifiers.org/biocyc/META:TRANS-RXN0-474; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102090; SEED Reaction: http://identifiers.org/seed.reaction/rxn05468; SEED Reaction: http://identifiers.org/seed.reaction/rxn09031; SEED Reaction: http://identifiers.org/seed.reaction/rxn09032; SEED Reaction: http://identifiers.org/seed.reaction/rxn09641; SEED Reaction: http://identifiers.org/seed.reaction/rxn09734	O2tc; O2tpp
OAADC	Oxaloacetate decarboxylase	h_c + oaa_c <-> co2_c + pyr_c	iECs_1301; iECO26_1355; iECP_1309; iECS88_1305; iECH74115_1262; iECOK1_1307; iECED1_1282; iEcE24377_1341; iECIAI1_1343; iECO103_1326; iECO111_1330; iEcHS_1320; iECDH10B_1368; iECIAI39_1322; iEcolC_1368; iECNA114_1301; iB21_1397; iECBD_1354; iEC55989_1330; iECD_1391; ic_1306; iE2348C_1286; iAPECO1_1312; iJN746; iEC042_1314; iEcDH1_1363; iBWG_1329; iECB_1328; iECDH1ME8569_1439; iJO1366; iSF_1195; iECABU_c1320; iAF1260; iPC815; iYS1720; iUMN146_1321; STM_v1_0; iYL1228; iZ_1308; iY75_1357; iWFL_1372; iUMNK88_1353; iCHOv1; iML1515; iLJ478; iUTI89_1310; iAF1260b; iECSP_1301; iSFV_1184; iNRG857_1313; iECSE_1348; iSbBS512_1146; iSDY_1059; iECUMN_1333; iLF82_1304; iEKO11_1354; iSBO_1134; iG2583_1286; iETEC_1333; iECSF_1327; iEcSMS35_1347; iSSON_1240; iSFxv_1172; iS_1188; iECW_1372; iEC1364_W; iEC1349_Crooks; iEC1368_DH5a; iEC1356_Bl21DE3; iEC1372_W3110; iEC1344_C; Recon3D; iJN1463; iCN900	EC Number: http://identifiers.org/ec-code/1.1.1.38; EC Number: http://identifiers.org/ec-code/1.1.1.40; RHEA: http://identifiers.org/rhea/15641; RHEA: http://identifiers.org/rhea/15642; RHEA: http://identifiers.org/rhea/15643; RHEA: http://identifiers.org/rhea/15644; EC Number: http://identifiers.org/ec-code/4.1.1.3; BioCyc: http://identifiers.org/biocyc/META:OXALODECARB-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102097; KEGG Reaction: http://identifiers.org/kegg.reaction/R00217; SEED Reaction: http://identifiers.org/seed.reaction/rxn00162	OAADC
OCBT	Ornithine carbamoyltransferase	cbp_c + orn_c <-> citr__L_c + h_c + pi_c	iJR904; iHN637; iZ_1308; iUMN146_1321; iAF692; iUTI89_1310; iLJ478; iAF1260b; iYL1228; iJB785; STM_v1_0; iWFL_1372; iML1515; iAF987; iJN678; iUMNK88_1353; iY75_1357; iECIAI1_1343; iECO111_1330; iECS88_1305; iECDH10B_1368; iECNA114_1301; iEcE24377_1341; iECED1_1282; iECOK1_1307; iECH74115_1262; iEcolC_1368; iECs_1301; iECP_1309; iECO26_1355; iECIAI39_1322; iECO103_1326; iEcHS_1320; iCN718; iEC1344_C; iCN900; iEC1372_W3110; iEK1008; iSynCJ816; iEC1356_Bl21DE3; iJN1463; iEC1368_DH5a; iEC1349_Crooks; iEC1364_W; iYS1720; iECSF_1327; iS_1188; iECSP_1301; iSbBS512_1146; iSFxv_1172; iECW_1372; iG2583_1286; iECUMN_1333; iSDY_1059; iEKO11_1354; iNRG857_1313; iEcSMS35_1347; iLF82_1304; iSFV_1184; iETEC_1333; iSSON_1240; iSBO_1134; iECSE_1348; iEcDH1_1363; iE2348C_1286; iJO1366; iEC55989_1330; iIT341; iNJ661; iECD_1391; iB21_1397; iECDH1ME8569_1439; iSF_1195; iBWG_1329; iECB_1328; iAPECO1_1312; iSB619; iJN746; iAF1260; iEC042_1314; iPC815; iND750; iMM904; ic_1306; iECABU_c1320; iECBD_1354	RHEA: http://identifiers.org/rhea/19513; RHEA: http://identifiers.org/rhea/19514; RHEA: http://identifiers.org/rhea/19515; RHEA: http://identifiers.org/rhea/19516; EC Number: http://identifiers.org/ec-code/2.1.3.3; BioCyc: http://identifiers.org/biocyc/META:ORNCARBAMTRANSFER-RXN; BioCyc: http://identifiers.org/biocyc/META:RXN-13482; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102137; Reactome Reaction: http://identifiers.org/reactome/R-ATH-70560; Reactome Reaction: http://identifiers.org/reactome/R-BTA-70560; Reactome Reaction: http://identifiers.org/reactome/R-CFA-70560; Reactome Reaction: http://identifiers.org/reactome/R-DRE-70560; Reactome Reaction: http://identifiers.org/reactome/R-GGA-187588; Reactome Reaction: http://identifiers.org/reactome/R-GGA-70560; Reactome Reaction: http://identifiers.org/reactome/R-HSA-70560; Reactome Reaction: http://identifiers.org/reactome/R-MMU-70560; Reactome Reaction: http://identifiers.org/reactome/R-OSA-70560; Reactome Reaction: http://identifiers.org/reactome/R-RNO-70560; Reactome Reaction: http://identifiers.org/reactome/R-SCE-70560; Reactome Reaction: http://identifiers.org/reactome/R-SPO-70560; Reactome Reaction: http://identifiers.org/reactome/R-SSC-70560; Reactome Reaction: http://identifiers.org/reactome/R-TGU-70560; Reactome Reaction: http://identifiers.org/reactome/R-XTR-70560; KEGG Reaction: http://identifiers.org/kegg.reaction/R01398; SEED Reaction: http://identifiers.org/seed.reaction/rxn01019	OCBT; OCBTi
OCDCAtexi	Octadecanoate transport via facilitated irreversible diffusion (extracellular to periplasm)	ocdca_e <-> ocdca_p	iBWG_1329; iB21_1397; iAPECO1_1312; iEC042_1314; iE2348C_1286; ic_1306; iEcDH1_1363; iSF_1195; iECDH1ME8569_1439; iPC815; iECD_1391; iEC55989_1330; iJO1366; iECABU_c1320; iECBD_1354; iECB_1328; iAF1260; iEC1372_W3110; iEC1364_W; iEC1344_C; iEC1368_DH5a; iEC1356_Bl21DE3; iEC1349_Crooks; iJN1463; iWFL_1372; iY75_1357; iZ_1308; iUTI89_1310; iAF1260b; iML1515; STM_v1_0; iYL1228; iUMN146_1321; iAF987; iUMNK88_1353; iECO26_1355; iECO103_1326; iEcE24377_1341; iECIAI39_1322; iECs_1301; iECP_1309; iEcHS_1320; iECDH10B_1368; iECOK1_1307; iECO111_1330; iECNA114_1301; iECS88_1305; iECH74115_1262; iEcolC_1368; iECIAI1_1343; iECED1_1282; iSBO_1134; iECSP_1301; iECUMN_1333; iEcSMS35_1347; iECSF_1327; iETEC_1333; iECSE_1348; iSDY_1059; iNRG857_1313; iEKO11_1354; iS_1188; iSbBS512_1146; iSFxv_1172; iECW_1372; iG2583_1286; iSFV_1184; iSSON_1240; iLF82_1304; iYS1720	RHEA: http://identifiers.org/rhea/39807; RHEA: http://identifiers.org/rhea/39808; RHEA: http://identifiers.org/rhea/39809; RHEA: http://identifiers.org/rhea/39810; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR99109; SEED Reaction: http://identifiers.org/seed.reaction/rxn09034; SEED Reaction: http://identifiers.org/seed.reaction/rxn09669	OCDCAtexi
